"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/Assets/Level2_Assets/NewMaterial.NewMaterial","0","0","23","1","0.000000","0","0"
"/Game/Assets/Negro.Negro","0","0","23","1","0.000000","0","0"
"/Game/Assets/Agente_BB/Materials/negro.negro","0","0","14","1","0.000000","0","0"
"/Game/Assets/Level1_assets/Material.Material","0","0","14","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","45","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","69","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Game/Assets/Level1_assets/calle_Color_Mat.calle_Color_Mat","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Game/Assets/Level1_assets/banqueta_001_Color_Mat.banqueta_001_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/banqueta_Color_Mat.banqueta_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/barandal_2_2_56_Color_Mat.barandal_2_2_56_Color_Mat","0","0","14","1","0.000000","0","0"
"/Game/VFX/Cloud_Shadow/Cloud_Noise_Mat.Cloud_Noise_Mat","0","0","145","1","0.000000","0","0"
"/Game/Assets/Level1_assets/tubos_props_NEGRO_TUBOS_BaseColor_Mat.tubos_props_NEGRO_TUBOS_BaseColor_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/cartel_Color_Mat.cartel_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_1_Color_Mat.ediicio_1_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_2_Color_Mat.ediicio_2_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_3_Color_Mat.ediicio_3_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_4_Color_Mat.ediicio_4_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_5_Color_Mat.ediicio_5_Color_Mat","0","0","14","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_6_Color_Mat.ediicio_6_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_7_Color_Mat.ediicio_7_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ediicio_8_Color_Mat.ediicio_8_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/escalones_Color_Mat.escalones_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/ventanas_2_56_Color_Mat.ventanas_2_56_Color_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Cyberpunk/Decor/Drenaje/Street_Asset_6.Street_Asset_6","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/tubos_props_base_tubos_2_56_BaseColor_Mat.tubos_props_base_tubos_2_56_BaseColor_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/tubos_props_tubo_amarillo_BaseColor_Mat.tubos_props_tubo_amarillo_BaseColor_Mat","0","0","25","1","0.000000","0","0"
"/Game/Assets/Level1_assets/tubos_props_tubo_BaseColor_Mat.tubos_props_tubo_BaseColor_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/Level1_assets/tubos_props_TUBO_CHATO_BaseColor_Mat.tubos_props_TUBO_CHATO_BaseColor_Mat","0","0","23","1","0.000000","0","0"
